SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,42424,2025-03-28T16:58:11Z,Asset,Configuration,User-Agent First Seen from Host,Asset 1723 made an HTTP request with User-Agent Microsoft Edge Update/1.3.195.45;winhttp for the first time.,User Agent First Seen,1723,,,,,10.0.11.11,25f7731e-5fe2-40c7-b4f8-dece606d3e3b,
